0	25.0
16	8.006237961434293
19	1.0535136682830577
21	1.0008633340761606
95	-1.832041642928542
98	-2.991079130278932
100	-2.999856079931233
301	-5.8318260522515954
304	-6.990480986436821
306	-6.999255039159637
666	-9.8662892690893
669	-10.892252312826445
671	-10.913887998437813
678	-10.925273275067545
1233	-11.39960127676482
1281	-11.403881922888761
1329	-11.405054745826872
1424	-11.41223433278863
1426	-11.416043184076145
1435	-11.457853767485148
1443	-11.45917313264593
1445	-11.46162207653644
1453	-11.46386870932027
1463	-11.465344478113803
1873	-11.466586337477544
1999	-12.07984218710065
2001	-12.098780933701654
2103	-12.10005094018397
2135	-12.109516127698484
2166	-12.124555218617159
2167	-12.126251356374253
2199	-12.151107115131577
2469	-12.152113396845916
2538	-12.364488935075935
2539	-12.58168286551462
2575	-12.590483521932642
2639	-12.591657646441709
2691	-12.754085218867573
2796	-12.757874907493585
2864	-12.76038759277534
2897	-12.768381263763496
2930	-12.7772835790566
2962	-12.787966438176657
2992	-12.937133038439882
3022	-13.422303778196897
3024	-13.450393434115975
3053	-14.104044290217338
3055	-14.11253049401629
3085	-14.120678983669098
3117	-14.150673354974254
3118	-14.151713516349476
3151	-14.181703583375326
3182	-14.377663113585465
3183	-14.605632194937797
3204	-14.608589786260175
3213	-14.96486791082628
3215	-15.058631315655543
3245	-15.066385520410755
3278	-15.074951917665024
3311	-15.087687491099159
3312	-15.088857925745543
3344	-15.11641591019567
3376	-15.117545367089832
3409	-15.191947487717261
3441	-15.194271692777553
3473	-15.257840802430728
3475	-15.258845488204543
3506	-15.41865515887604
3539	-15.99569476145926
3560	-15.996773908039907
3568	-16.034034501462592
3569	-16.17263965957526
3589	-16.181806035340983
3600	-16.183341660816048
3632	-16.197333024707962
3633	-16.198476659099228
3766	-16.200137722865353
3799	-16.201534100966157
3831	-16.20276929172036
3832	-16.203810262697576
3901	-16.20523211909749
4003	-16.2150136646833
4035	-16.22414666589842
4114	-16.230222272608824
4115	-16.231719126830818
4181	-16.233174871132206
4245	-16.23927569637561
4246	-16.24055666435646
4345	-16.241564069833927
4492	-16.248138497487435
4595	-16.251583469517527
4627	-16.26540095450473
4660	-16.2670250304283
4691	-16.27163630543405
4724	-16.277400283376974
4768	-16.28495942322984
4769	-16.286002303998355
5015	-16.287322697626124
5113	-16.289122028005206
5177	-16.297108451945668
5178	-16.298505640546466
5244	-16.299779380240828
5308	-16.305390742926857
5309	-16.306712838989423
5411	-16.34139270930741
5412	-16.343498780258294
5478	-16.37855856720978
5550	-16.37963393087942
5618	-16.382660050369076
5619	-16.38381255260546
5674	-16.384898862816858
5685	-16.386020958322874
5716	-16.387615042399563
5748	-16.413305740807377
5749	-16.41476571803981
5780	-16.421759660185188
5781	-16.423604797499582
5813	-16.42470881948822
5878	-16.45790841883677
5879	-16.458979821184833
5944	-16.460410718471856
6045	-16.461759286146172
6137	-16.472456198416317
6171	-16.473554014003803
6239	-16.48961180935243
6240	-16.490614146193366
6326	-16.491972030066687
6358	-16.493098549427188
6461	-16.500782473144493
6462	-16.501895007904128
6495	-16.50297468791924
6527	-16.512563519950973
6561	-16.513578456231354
6593	-16.51512071618858
6658	-16.54870933019358
6724	-16.55445566078538
6756	-16.59395666311481
6757	-16.595708803781328
6789	-16.597612692979403
6947	-16.598624543498843
6994	-16.626747349404916
7096	-16.62775010548372
7106	-16.63657217013861
7107	-16.637815346817014
7205	-16.645447294146607
7239	-16.64731961476745
7344	-16.652556573897648
7345	-16.653997838683924
7377	-16.65965538855369
7411	-16.661346909457535
7478	-16.666298263877295
7543	-16.740451370418832
7544	-16.74192479630636
7576	-16.743325764856458
7608	-16.74479091151099
7672	-16.75891306383093
7706	-16.760260352944595
7737	-16.76227567387405
7769	-16.764269130560088
7770	-16.765402375949236
7802	-16.76676309036484
7834	-16.804936313186786
7867	-17.31445573802309
7898	-17.394060921890095
7930	-17.395385226265756
7962	-17.432721332244547
7994	-17.434457908350275
8059	-17.47621000174531
8091	-17.487476539016566
8092	-17.488507267527527
8191	-17.508453851772945
8224	-17.51240046412504
8257	-17.51474786257149
8289	-17.525338550672966
8312	-17.526352683396894
8355	-17.530158934475267
8356	-17.53144749187791
8421	-17.533784837882905
8479	-17.534852136679987
8489	-17.538033044117483
8591	-17.54129477044491
8623	-17.544854485918492
8624	-17.545951535129973
8689	-17.546957796739346
8754	-17.549611745074685
8786	-17.553328333420566
8860	-17.55440349906886
8871	-17.55548231827803
8904	-17.56166971762998
8905	-17.563238207553663
9150	-17.565708170073105
9151	-17.566740500067855
9182	-17.56817326737136
9183	-17.570384107399647
9366	-17.57192204419701
9367	-17.572955885152492
9474	-17.574664794844278
9506	-17.576450159785622
9537	-17.591176979939885
9571	-17.592220887855166
9603	-17.595529965144447
9604	-17.5970979634246
9670	-17.599682599191706
9671	-17.60115179720805
9804	-17.602666901342168
9956	-17.604098848249972
9989	-17.60513983236837
10131	-17.60972200029722
10164	-17.6113903949428
10228	-17.6133664320495
10261	-17.61437279821175
10294	-17.61614720432547
10326	-17.619750514286682
10327	-17.620826565064394
10359	-17.621906015898993
10433	-17.63121123883099
10499	-17.632330449688958
10500	-17.633550976542953
10531	-17.641478802305336
10532	-17.643000191718905
10672	-17.644241336943853
10796	-17.645241640408166
10874	-17.646838892021965
10937	-17.651895248077622
10977	-17.654071871396173
11010	-17.65515186663164
11078	-17.656269844840836
11222	-17.658244197642354
11416	-17.65942926815181
11496	-17.669048515149264
11497	-17.670632851739562
11563	-17.671827825834526
11594	-17.673591254983766
11595	-17.67533655800745
11627	-17.777459776567987
11628	-17.778584013656523
11659	-17.781845549799034
11728	-17.78304618793933
11760	-17.790620845918486
11761	-17.79275582929997
11902	-17.794102833923787
12104	-17.795363453597044
12137	-17.797479272105473
12138	-17.798904099564016
12171	-17.800371269834667
12203	-17.805003075373545
12204	-17.806421816971
12260	-17.807447575163405
12313	-17.8180513376944
12314	-17.81960760397801
12347	-17.829412780865365
12380	-17.852279504502146
12381	-17.853581173796286
12489	-17.863681057869787
12490	-17.865044293360413
12522	-17.874920802296387
12523	-17.876229527214765
12655	-17.877765309945108
12719	-17.878798078333496
12752	-17.89051294024399
12753	-17.891646632604445
12785	-17.895491302560604
12818	-17.93326807711804
12852	-17.968443119217465
12886	-17.991334278306354
12951	-17.99437191036599
12984	-17.9989703028915
13015	-18.0020531751768
13048	-18.003298232537585
13080	-18.00440785026741
13113	-18.008038392848242
13245	-18.009583203166883
13310	-18.016982022009493
13343	-18.018591289111924
13375	-18.024267198073066
13409	-18.025704120903693
13507	-18.028013002136053
13508	-18.02925750753299
13606	-18.035140598226576
13607	-18.03638028860034
13721	-18.037394438940705
13754	-18.03910601704336
13936	-18.040107442157485
13946	-18.04445656225923
13979	-18.045866040934598
14155	-18.047115167331107
14227	-18.048375201809367
14295	-18.049597812803043
14510	-18.05062872516224
14608	-18.05232024447531
14803	-18.05337972722417
14884	-18.055185627245656
14986	-18.05641267215596
15085	-18.05812610464028
15149	-18.063028636629316
15220	-18.064515618765757
15253	-18.066522128028627
15318	-18.070589065343057
15319	-18.072270407390377
15353	-18.076681932161446
15354	-18.07771951407449
15433	-18.082473427464944
15500	-18.08370959730993
15531	-18.087016770626917
15563	-18.088127416317533
15596	-18.089291469909536
15704	-18.09094340228127
15786	-18.092302689961663
15820	-18.09370486507372
15851	-18.095808982505194
15921	-18.09697661301782
16108	-18.098330779261698
16248	-18.099405854432412
16378	-18.1006491878457
16581	-18.101802882337932
16613	-18.103515886198778
16614	-18.10493818534423
16645	-18.113799255274383
16646	-18.11511805169893
16679	-18.116123466788984
16743	-18.117153929021878
16744	-18.118248341650084
17098	-18.119494569888108
17354	-18.122063387731366
