1	29.000000	-0.000000
66	29.000000	-0.000000
326	29.000000	-0.000000
586	29.000000	-0.000000
846	29.000000	-0.000000
1106	29.000000	-0.000000
1366	29.000000	-0.000000
1626	29.000000	-0.000000
1886	29.000000	-0.000000
2146	29.000000	-0.000000
2406	29.000000	-0.000000
2666	29.000000	-0.000000
2926	29.000000	-0.000000
3186	29.000000	-0.000000
3446	29.000000	-0.000000
3706	29.000000	-0.000000
3966	29.000000	-0.000000
4226	29.000000	-0.000000
4486	29.000000	-0.000000
4746	29.000000	-0.000000
5006	29.000000	-0.000000
5266	29.000000	-0.000000
5526	29.000000	-0.000000
5786	29.000000	-0.000000
6046	29.000000	-0.000000
6306	29.000000	-0.000000
6503	29.000000	-0.000000
6568	29.000000	-0.000000
6828	29.000000	-0.000000
7088	29.000000	-0.000000
7348	29.000000	-0.000000
7608	29.000000	-0.000000
7868	29.000000	-0.000000
8128	29.000000	-0.000000
8388	29.000000	-0.000000
8648	29.000000	-0.000000
8908	29.000000	-0.000000
9168	29.000000	-0.000000
9428	29.000000	-0.000000
9688	29.000000	-0.000000
9948	29.000000	-0.000000
10208	29.000000	-0.000000
10468	29.000000	-0.000000
10728	29.000000	-0.000000
10988	29.000000	-0.000000
11248	29.000000	-0.000000
11508	29.000000	-0.000000
11768	29.000000	-0.000000
12028	29.000000	-0.000000
12288	29.000000	-0.000000
12548	29.000000	-0.000000
12808	29.000000	-0.000000
