1	23.047629	0.021265
66	23.047223	0.021272
326	23.041507	0.021278
586	23.032914	0.021276
846	23.023876	0.021279
1106	23.015887	0.021299
1366	23.008028	0.021308
1626	23.003410	0.021350
1886	22.997859	0.021355
2146	22.989987	0.021351
2406	22.985241	0.021353
2666	22.981624	0.021365
2926	22.973814	0.021385
3186	22.968264	0.021409
3446	22.961919	0.021429
3706	22.952357	0.021436
3966	22.945586	0.021464
4226	22.937432	0.021479
4486	22.930743	0.021493
4746	22.923578	0.021516
5006	22.914473	0.021522
5266	22.904196	0.021545
5526	22.899944	0.021570
5786	22.891217	0.021578
6046	22.885778	0.021595
6306	22.878601	0.021607
6566	22.869636	0.021611
6826	22.862434	0.021616
7086	22.853070	0.021627
7346	22.842493	0.021634
7606	22.835079	0.021654
7866	22.824783	0.021662
8126	22.818507	0.021679
8386	22.812146	0.021677
8646	22.801525	0.021681
8906	22.791727	0.021697
9166	22.784061	0.021721
9426	22.774330	0.021729
9686	22.770197	0.021740
9946	22.761414	0.021706
10206	22.750176	0.021692
10466	22.741847	0.021686
10726	22.735900	0.021692
10986	22.728863	0.021687
11246	22.719094	0.021687
11506	22.713855	0.021714
11766	22.705141	0.021723
12026	22.698631	0.021735
12286	22.692095	0.021750
12546	22.684971	0.021768
12806	22.679934	0.021768
13066	22.673438	0.021770
13326	22.665609	0.021780
13586	22.660144	0.021791
13846	22.652808	0.021819
14106	22.641953	0.021832
14366	22.630770	0.021838
14626	22.620842	0.021832
14886	22.607332	0.021819
15146	22.598779	0.021828
15406	22.583927	0.021800
15666	22.572792	0.021798
15926	22.566965	0.021809
16186	22.559572	0.021828
16446	22.550599	0.021839
16706	22.541692	0.021840
16966	22.529742	0.021836
17226	22.524385	0.021859
17486	22.518223	0.021869
17746	22.507378	0.021862
18006	22.493754	0.021845
18266	22.481646	0.021855
18526	22.472748	0.021878
18786	22.464098	0.021897
19046	22.459059	0.021919
19306	22.451222	0.021952
19566	22.443202	0.021969
19826	22.435449	0.021977
20086	22.429833	0.021982
20346	22.418775	0.021991
20606	22.404613	0.021984
20866	22.397076	0.021994
21126	22.392963	0.022038
21386	22.380837	0.022032
21646	22.369760	0.022038
21906	22.359526	0.022036
22166	22.349898	0.022041
22426	22.339475	0.022026
22686	22.331881	0.022034
22946	22.322558	0.022045
23206	22.315598	0.022069
23466	22.301749	0.022059
23726	22.294419	0.022084
23986	22.283735	0.022112
24246	22.275166	0.022113
24506	22.264180	0.022103
24766	22.251861	0.022140
25026	22.243407	0.022155
25286	22.236292	0.022167
25546	22.225495	0.022165
25806	22.214418	0.022149
26003	22.204496	0.022151
26068	22.201176	0.022151
26328	22.194703	0.022160
26588	22.189423	0.022175
26848	22.177236	0.022173
27108	22.167728	0.022164
27368	22.159624	0.022192
27628	22.150030	0.022190
27888	22.139592	0.022190
28148	22.132796	0.022205
28408	22.120502	0.022232
28668	22.113345	0.022240
28928	22.096848	0.022242
29188	22.080809	0.022225
29448	22.068827	0.022218
29708	22.060201	0.022234
29968	22.048420	0.022243
30228	22.037643	0.022241
30488	22.020830	0.022229
30748	22.002230	0.022200
31008	21.993959	0.022202
31268	21.980220	0.022181
31528	21.971236	0.022196
31788	21.964219	0.022194
32048	21.957430	0.022234
32308	21.947340	0.022214
32568	21.930517	0.022177
32828	21.920982	0.022187
33088	21.907986	0.022200
33348	21.897222	0.022204
33608	21.884260	0.022200
33868	21.869557	0.022191
34128	21.857503	0.022187
34388	21.842222	0.022166
34648	21.831452	0.022203
34908	21.817640	0.022214
35168	21.805520	0.022256
35428	21.791741	0.022262
35688	21.776406	0.022273
35948	21.767403	0.022267
36208	21.761863	0.022277
36468	21.756594	0.022309
36728	21.740836	0.022276
36988	21.728441	0.022283
37248	21.725577	0.022308
37508	21.714962	0.022302
37768	21.701040	0.022309
38028	21.681602	0.022289
38288	21.672347	0.022286
38548	21.651058	0.022274
38808	21.629660	0.022241
39068	21.615887	0.022231
39328	21.604161	0.022277
39588	21.592884	0.022249
39848	21.588402	0.022266
40108	21.572610	0.022272
40368	21.562111	0.022273
40628	21.549104	0.022272
40888	21.542200	0.022268
41148	21.535020	0.022272
41408	21.523982	0.022272
41668	21.510760	0.022268
41928	21.496306	0.022250
42188	21.481873	0.022230
42448	21.473720	0.022242
42708	21.457373	0.022234
42968	21.438933	0.022203
43228	21.422418	0.022189
43488	21.411836	0.022194
43748	21.399238	0.022210
44008	21.382382	0.022203
44268	21.374095	0.022218
44528	21.362262	0.022220
44788	21.352295	0.022213
45048	21.341378	0.022230
45308	21.323568	0.022236
45568	21.307560	0.022232
45828	21.297331	0.022249
46088	21.284883	0.022232
46348	21.267155	0.022211
46608	21.259169	0.022235
46868	21.244929	0.022251
47128	21.223778	0.022218
47388	21.210558	0.022224
47648	21.193905	0.022223
47908	21.181418	0.022247
