7801	23.906478	0.193778
46806	0.027880	1.385152
78010	-1.202308	1.382068
101413	-2.179567	1.376082
132617	-2.356176	1.375293
156020	-3.141864	1.370204
187224	-3.259397	1.368965
210627	-3.647751	1.364966
241831	-3.847772	1.363643
273035	-3.926642	1.363235
296438	-4.256410	1.361315
327642	-4.465599	1.358338
358846	-4.534408	1.357376
382249	-4.647604	1.356190
413453	-4.878026	1.352768
444657	-4.938090	1.352093
475861	-4.981059	1.351205
507065	-5.015263	1.350981
538269	-5.047672	1.350210
569473	-5.079257	1.349977
600677	-5.110319	1.349290
631881	-5.140723	1.349042
663085	-5.169000	1.348389
694289	-5.196829	1.348127
725493	-5.224262	1.347533
756697	-5.252716	1.347239
787901	-5.279624	1.346646
819105	-5.306584	1.346380
850309	-5.332981	1.345787
881513	-5.358575	1.345550
912717	-5.384514	1.344957
943921	-5.409106	1.344750
975125	-5.433943	1.344168
1006329	-5.457865	1.343983
1037533	-5.481176	1.343427
1068737	-5.504372	1.343251
1099941	-5.528122	1.342679
1131145	-5.551281	1.342550
1162349	-5.574032	1.341934
1193553	-5.595959	1.341935
1224757	-5.617247	1.341225
1255961	-5.636970	1.341363
1287165	-5.659409	1.340594
1318369	-5.676809	1.340814
1349573	-5.700636	1.339972
1380777	-5.720041	1.340126
1411981	-5.739051	1.339388
1458787	-5.757171	1.339332
1482190	-5.891975	1.338156
1528996	-5.948261	1.336889
1575802	-5.962424	1.336485
1599205	-6.249569	1.332492
1630409	-6.266258	1.333305
1677215	-6.294396	1.332532
1708419	-6.305747	1.332025
1739623	-6.316421	1.332352
1778628	-6.323753	1.332127
1809832	-6.335318	1.331678
1841036	-6.345718	1.331964
1887842	-6.356316	1.331598
1911245	-6.441693	1.330015
1950250	-6.468963	1.329833
1981454	-6.477257	1.330495
2028260	-6.494965	1.329948
2059464	-6.505020	1.329479
2106270	-6.514590	1.329543
2129673	-6.563179	1.329847
2168678	-6.595440	1.329075
2215484	-6.616409	1.328451
2246688	-6.624800	1.328004
2277892	-6.632003	1.328390
2309096	-6.637451	1.327724
2355902	-6.650970	1.327774
2387106	-6.659667	1.327856
2418310	-6.668454	1.327534
2449514	-6.676589	1.327892
2496320	-6.687739	1.327487
2527524	-6.696469	1.326878
2574330	-6.718826	1.326864
2605534	-6.725074	1.327264
2636738	-6.730005	1.326562
