0	25.0
2	8.006237961434293
5	5.0507789615059355
8	0.7702576995143633
11	0.14110296004939274
20	-1.4625853494664849
23	-1.6816243700023874
32	-1.7652248473117034
38	-1.8884565490943066
44	-2.8543901715723683
53	-3.6498343030466605
94	-3.8174927079956418
95	-4.378278869517254
212	-4.652409084399518
213	-5.086036190999747
248	-5.473682114472982
249	-5.5396249083288245
253	-5.547145149301285
418	-5.587674749246352
662	-5.603187151175944
663	-6.059215280485709
668	-6.180960123288752
745	-6.200804334933552
